item_id,location_id,customer_id,sale_date,units_sold,total_sales_value
p-40,l-17,c-199,2023-02-03,3,6.46
p-50,l-23,c-157,2025-07-09,11,39.26
p-15,l-7,c-8,2023-01-22,17,17.82
p-28,l-37,c-146,2024-05-02,16,76.64
p-27,l-41,c-120,2023-09-27,6,34.43
p-46,l-35,c-104,2025-01-25,6,45.18
p-3,l-26,c-164,2024-12-06,20,52.95
p-48,l-9,c-174,2025-11-08,8,11.51
p-46,l-35,c-8,2024-12-26,10,28.7
p-48,l-23,c-42,2024-08-27,8,35.64
p-3,l-47,c-117,2023-02-06,8,38.98
p-45,l-43,c-198,2024-11-02,5,6.1
p-18,l-19,c-40,2025-08-29,11,43.65
p-45,l-35,c-2,2024-07-01,17,160.83
p-47,l-48,c-71,2023-09-25,15,57.61
p-35,l-41,c-30,2023-11-05,18,52.95
p-5,l-30,c-153,2025-07-17,2,19.79
p-46,l-45,c-104,2025-12-17,9,30.77
p-15,l-28,c-199,2024-06-12,14,107.27
p-31,l-43,c-127,2023-04-27,12,38.9
p-36,l-36,c-127,2023-04-14,13,69.81
p-23,l-41,c-131,2023-10-19,16,141.99
p-4,l-18,c-113,2025-04-21,19,139.1
p-42,l-17,c-166,2025-12-21,8,38.54
p-5,l-6,c-132,2024-07-20,16,58.1
p-27,l-2,c-181,2023-07-26,1,7.22
p-45,l-19,c-1,2023-09-19,7,61.14
p-24,l-10,c-102,2023-11-09,9,60.55
p-4,l-47,c-64,2024-07-31,14,82.78
p-4,l-1,c-90,2025-05-03,6,52.74
p-8,l-14,c-3,2025-09-17,9,21.1
p-33,l-44,c-109,2024-01-08,12,83.8
p-3,l-13,c-164,2024-05-19,14,102.92
p-30,l-34,c-82,2025-11-09,20,115.45
p-11,l-44,c-50,2023-10-19,11,36.7
p-47,l-2,c-148,2025-08-16,17,150.01
p-38,l-6,c-190,2024-05-30,18,103.5
p-9,l-37,c-120,2025-05-27,6,35.11
p-30,l-48,c-125,2024-01-13,2,13.55
p-27,l-12,c-198,2025-05-26,12,57.66
p-25,l-34,c-168,2025-03-08,7,55.2
p-10,l-17,c-98,2024-01-30,7,42.72
p-22,l-37,c-47,2023-06-13,6,13.34
p-5,l-17,c-102,2024-04-03,2,5.98
p-16,l-4,c-190,2024-10-26,16,122.23
p-7,l-26,c-105,2025-07-13,12,62.52
p-10,l-6,c-168,2023-04-29,9,28.69
p-28,l-44,c-69,2025-08-29,2,9.48
p-25,l-31,c-7,2024-09-21,16,140.66
p-1,l-13,c-198,2024-08-21,7,35.44
p-20,l-32,c-87,2023-08-15,11,59.06
p-5,l-22,c-172,2023-10-21,20,29.89
p-21,l-30,c-159,2023-02-17,17,82.13
p-29,l-50,c-99,2024-04-16,6,55.04
p-44,l-2,c-60,2023-06-13,18,179.26
p-36,l-49,c-123,2025-11-19,10,40.33
p-36,l-38,c-2,2024-11-26,9,28.72
p-14,l-2,c-158,2025-10-15,16,51
p-17,l-23,c-115,2025-04-02,6,20.13
p-20,l-11,c-39,2024-06-15,12,56.59
p-5,l-6,c-57,2025-10-16,9,11.55
p-16,l-21,c-128,2024-02-12,4,5.29
p-47,l-35,c-96,2024-11-12,9,75.36
p-15,l-18,c-173,2024-12-14,20,26.33
p-9,l-20,c-48,2025-03-28,8,59.58
p-37,l-4,c-33,2023-02-24,2,3.82
p-39,l-42,c-32,2025-12-17,18,111.94
p-29,l-37,c-35,2023-09-16,6,48.58
p-23,l-42,c-114,2023-02-08,16,152.06
p-40,l-38,c-10,2023-07-08,3,21.8
p-46,l-10,c-62,2025-11-29,4,30.46
p-40,l-34,c-163,2025-09-12,8,71.36
p-11,l-15,c-194,2025-12-07,4,13.64
p-11,l-16,c-53,2025-05-15,11,33.56
p-48,l-20,c-98,2025-03-29,5,39.25
p-48,l-40,c-122,2023-11-28,4,10.06
p-24,l-38,c-152,2023-08-11,14,44.3
p-7,l-36,c-124,2023-12-02,18,42.64
p-48,l-43,c-154,2023-01-26,20,168.78
p-40,l-39,c-9,2024-08-30,7,14.05
p-33,l-15,c-103,2025-08-31,12,74.05
p-12,l-37,c-101,2025-01-08,11,18.74
p-10,l-47,c-199,2023-08-30,6,55.19
p-23,l-45,c-10,2023-06-09,9,16.94
p-26,l-25,c-161,2025-05-16,7,61.03
p-36,l-17,c-22,2025-04-24,15,22.21
p-42,l-5,c-89,2024-09-10,2,15.44
p-14,l-47,c-101,2023-12-27,19,101.73
p-29,l-9,c-116,2024-10-09,19,99.14
p-44,l-49,c-43,2025-08-14,3,5.12
p-34,l-32,c-73,2025-02-15,10,79.76
p-2,l-26,c-44,2024-09-05,10,82.63
p-31,l-7,c-89,2025-07-03,7,55.85
p-40,l-46,c-138,2024-12-06,18,46.09
p-12,l-3,c-149,2023-10-15,12,69.91
p-10,l-10,c-134,2025-10-09,11,81.18
p-28,l-30,c-41,2024-11-05,5,10.81
p-16,l-25,c-35,2025-04-07,10,26.6
p-42,l-25,c-79,2025-06-14,7,54.42
p-48,l-29,c-117,2024-02-27,1,5.03
p-27,l-20,c-173,2024-03-28,5,36.24
p-44,l-36,c-133,2025-12-17,11,63.05
p-11,l-1,c-109,2025-04-10,1,5.19
p-9,l-19,c-198,2024-11-13,20,75.65
p-14,l-4,c-39,2023-10-13,10,12.91
p-24,l-25,c-188,2025-08-17,15,136.72
p-40,l-38,c-114,2025-06-24,10,62.31
p-37,l-16,c-96,2025-04-03,4,22.64
p-17,l-40,c-130,2024-08-23,20,37.5
p-40,l-15,c-146,2024-06-20,12,117.67
p-6,l-15,c-93,2024-05-22,3,8.59
p-32,l-38,c-125,2023-12-12,6,19.63
p-28,l-11,c-89,2023-08-02,8,71.13
p-49,l-19,c-31,2025-12-24,10,65.96
p-41,l-30,c-87,2025-12-23,18,158.93
p-8,l-32,c-117,2024-09-02,16,158.24
p-16,l-4,c-67,2025-04-30,3,7.83
p-14,l-31,c-22,2024-11-11,18,110.8
p-15,l-37,c-5,2025-05-10,3,14.21
p-21,l-7,c-65,2025-06-26,6,13.74
p-30,l-3,c-162,2023-05-18,15,112.26
p-23,l-12,c-50,2023-04-21,14,125.07
p-41,l-12,c-159,2025-02-03,12,98.02
p-24,l-43,c-154,2023-05-14,3,7.13
p-26,l-37,c-171,2024-07-07,15,68.9
p-4,l-27,c-194,2025-03-03,12,25.89
p-36,l-12,c-183,2025-09-01,13,32.69
p-42,l-32,c-114,2024-04-23,20,161.47
p-10,l-23,c-179,2025-05-18,4,25.93
p-13,l-5,c-137,2024-11-05,20,168.26
p-34,l-42,c-199,2023-04-24,20,104.03
p-10,l-18,c-44,2025-03-05,1,5.31
p-36,l-12,c-87,2024-10-08,1,1.42
p-40,l-1,c-100,2024-02-20,16,101.57
p-34,l-47,c-22,2024-11-22,2,17.65
p-10,l-48,c-171,2024-05-17,6,58.05
p-25,l-22,c-185,2025-12-31,13,59.06
p-14,l-32,c-128,2025-02-21,1,7.11
p-38,l-43,c-195,2024-12-10,17,79.63
p-32,l-30,c-153,2023-03-12,19,104.42
p-10,l-1,c-197,2025-04-15,20,179.22
p-35,l-21,c-132,2025-06-28,6,30.41
p-23,l-23,c-46,2023-08-18,12,14.77
p-1,l-33,c-155,2025-03-03,17,41.28
p-21,l-39,c-21,2024-08-27,6,22.37
p-41,l-26,c-29,2025-01-25,7,9.19
p-43,l-7,c-32,2025-06-27,8,23
p-6,l-33,c-5,2023-05-15,3,11.36
p-4,l-4,c-153,2025-11-25,8,76.37
p-12,l-12,c-99,2025-06-10,6,42.83
p-36,l-18,c-54,2025-10-06,6,48.88
p-30,l-12,c-57,2023-02-27,20,187.47
p-36,l-32,c-72,2023-06-22,10,68.64
p-18,l-36,c-14,2024-11-01,5,46.99
p-9,l-33,c-27,2023-12-06,14,91.49
p-11,l-25,c-42,2023-06-26,3,5.44
p-43,l-41,c-157,2024-05-31,2,9.6
p-19,l-3,c-171,2025-12-29,15,121.3
p-25,l-26,c-60,2025-02-05,19,71.6
p-40,l-26,c-79,2025-08-03,10,15.78
p-45,l-9,c-72,2024-05-17,14,18.38
p-48,l-4,c-175,2024-04-08,17,138.43
p-41,l-27,c-40,2024-10-20,18,113.74
p-15,l-23,c-129,2024-09-16,19,133.31
p-38,l-31,c-1,2023-02-02,13,67.63
p-20,l-8,c-111,2025-01-26,3,27.26
p-31,l-10,c-121,2025-03-31,4,15.94
p-35,l-31,c-144,2023-08-17,19,121.19
p-50,l-9,c-180,2023-09-20,17,39.6
p-6,l-21,c-54,2024-03-22,1,3.32
p-33,l-10,c-119,2024-09-17,4,17.46
p-4,l-4,c-30,2025-01-29,14,117.53
p-17,l-39,c-40,2023-11-15,16,151.36
p-19,l-31,c-156,2023-03-17,14,96.97
p-39,l-27,c-174,2025-01-22,9,79.17
p-38,l-1,c-165,2025-02-02,15,84.44
p-25,l-35,c-34,2023-03-07,19,30.13
p-50,l-49,c-123,2023-05-10,14,82.4
p-21,l-35,c-137,2023-05-08,15,63.13
p-39,l-23,c-103,2023-08-21,10,66.15
p-4,l-33,c-65,2023-07-18,19,157.54
p-32,l-31,c-158,2024-05-19,10,27.92
p-6,l-31,c-143,2023-05-20,12,15.66
p-47,l-5,c-101,2023-06-11,16,56.31
p-16,l-42,c-195,2025-01-16,3,5.82
p-35,l-48,c-55,2023-06-21,3,9.35
p-14,l-31,c-78,2023-10-06,14,101.12
p-1,l-43,c-193,2024-03-03,19,78.44
p-22,l-34,c-30,2025-03-13,8,79.49
p-42,l-10,c-172,2023-05-22,19,166.87
p-39,l-32,c-173,2025-08-10,8,37.83
p-43,l-38,c-54,2023-04-08,13,88.05
p-1,l-28,c-87,2024-03-03,17,39.23
p-17,l-11,c-149,2025-03-20,4,27.4
p-46,l-23,c-183,2025-12-23,17,42.87
p-9,l-47,c-52,2023-08-14,14,43.19
p-34,l-43,c-183,2023-11-25,15,146.65
p-41,l-16,c-138,2024-06-03,5,20.14
p-26,l-10,c-58,2025-08-15,19,127.01
p-3,l-11,c-116,2025-01-26,9,56.06
p-2,l-45,c-82,2024-07-20,9,82.31
p-22,l-30,c-1,2024-02-08,12,24.34
p-29,l-41,c-166,2023-08-16,2,12.41
p-42,l-21,c-139,2023-09-08,8,43
p-26,l-23,c-193,2023-09-01,19,91.5
p-26,l-7,c-110,2023-07-14,16,35.94
p-8,l-22,c-44,2025-02-12,16,25.3
p-27,l-36,c-176,2025-11-23,3,7.05
p-28,l-41,c-60,2024-02-11,10,84.53
p-2,l-1,c-195,2024-04-23,15,32.03
p-46,l-35,c-107,2025-05-24,18,61.58
p-11,l-44,c-193,2025-05-12,13,47.84
p-26,l-50,c-89,2023-03-10,8,38.27
p-31,l-49,c-4,2023-11-03,12,42.26
p-19,l-32,c-119,2025-11-25,2,16.05
p-24,l-23,c-89,2024-07-10,19,180.08
p-35,l-13,c-4,2025-03-16,3,7.19
p-13,l-6,c-132,2025-04-27,13,109.29
p-50,l-13,c-110,2023-12-03,5,20.91
p-40,l-8,c-73,2024-09-08,2,6.12
p-20,l-41,c-40,2025-02-17,3,19.83
p-39,l-36,c-138,2025-08-28,4,11.02
p-49,l-41,c-10,2024-05-11,4,4.98
p-45,l-28,c-167,2025-02-25,15,114.43
p-45,l-43,c-38,2024-08-20,19,145.07
p-33,l-22,c-164,2023-03-07,5,44.16
p-41,l-43,c-52,2025-12-07,8,52.05
p-47,l-3,c-51,2023-08-02,9,87.67
p-50,l-37,c-79,2024-08-27,6,6.89
p-29,l-33,c-35,2023-12-08,12,20.84
p-41,l-26,c-37,2024-06-27,14,58.14
p-26,l-12,c-125,2025-08-15,19,148.73
p-26,l-44,c-114,2025-06-27,13,14.56
p-20,l-5,c-114,2024-02-25,18,111.32
p-42,l-38,c-14,2023-05-12,5,44.64
p-34,l-23,c-90,2025-06-24,18,45.18
p-42,l-30,c-31,2023-06-25,15,95.95
p-40,l-3,c-33,2025-12-06,18,115.33
p-44,l-43,c-76,2024-06-08,4,32.87
p-50,l-16,c-49,2025-10-19,16,130.64
p-30,l-21,c-163,2023-01-31,18,173.14
p-28,l-12,c-43,2023-09-16,9,47.43
p-8,l-10,c-63,2023-04-19,17,103.66
p-37,l-46,c-9,2023-12-02,5,12.9
p-32,l-29,c-10,2025-12-30,14,16.63
p-30,l-50,c-106,2024-05-05,4,35.09
p-16,l-22,c-122,2024-12-16,9,27.66
p-9,l-32,c-159,2025-07-19,3,17.66
p-46,l-14,c-196,2024-08-12,12,37.29
p-10,l-26,c-153,2025-11-28,11,39.44
p-8,l-10,c-165,2024-03-02,3,21.72
p-3,l-49,c-189,2025-07-28,4,28.03
p-44,l-9,c-23,2025-05-26,1,3.41
p-50,l-4,c-1,2025-06-29,14,50.17
p-33,l-28,c-12,2024-07-30,14,109.24
p-26,l-11,c-84,2023-09-02,14,73.9
p-40,l-17,c-114,2025-10-23,7,37.09
p-30,l-18,c-98,2025-05-09,14,135.42
p-49,l-4,c-51,2025-06-05,15,88.56
p-22,l-30,c-121,2023-02-24,19,102.16
p-15,l-48,c-14,2025-02-18,15,73.49
p-11,l-23,c-52,2025-05-28,16,28.07
p-20,l-28,c-194,2023-04-30,10,43.67
p-38,l-46,c-131,2023-05-09,17,117.58
p-47,l-9,c-68,2023-12-18,19,96.77
p-9,l-7,c-37,2025-09-26,9,33.23
p-30,l-24,c-74,2023-02-15,2,19.48
p-37,l-39,c-152,2024-06-17,2,2.62
p-22,l-5,c-96,2025-09-12,2,17.99
p-6,l-39,c-171,2025-09-29,12,14.54
p-27,l-12,c-157,2025-01-31,7,50.82
p-41,l-42,c-108,2024-08-31,4,16.72
p-1,l-19,c-142,2025-03-15,12,76.4
p-33,l-34,c-106,2025-10-20,19,180.29
p-7,l-4,c-106,2025-07-22,15,32.85
p-15,l-11,c-32,2023-08-04,14,100.18
p-40,l-45,c-115,2025-06-19,19,140.48
p-27,l-43,c-62,2025-05-10,10,91.72
p-31,l-26,c-143,2024-09-08,7,32.71
p-49,l-6,c-21,2025-06-28,4,38.5
p-30,l-23,c-158,2023-10-24,6,26.2
p-15,l-40,c-1,2024-05-11,9,49.41
p-24,l-46,c-103,2023-10-24,20,84.65
p-36,l-11,c-86,2023-03-15,4,5.47
p-7,l-42,c-134,2023-03-20,2,19.36
p-39,l-36,c-53,2023-03-06,15,104.26
p-32,l-15,c-92,2024-09-27,16,122.7
p-31,l-49,c-184,2025-09-09,1,6.19
p-3,l-33,c-199,2024-10-12,17,41.19
p-45,l-21,c-194,2025-10-25,11,29.62
p-23,l-26,c-73,2024-02-12,20,180.82
p-8,l-29,c-154,2025-01-19,17,52.06
p-27,l-6,c-56,2024-01-15,18,43.48
p-48,l-8,c-160,2024-07-21,20,164.73
p-3,l-9,c-166,2023-01-23,3,24.55
p-9,l-33,c-144,2025-01-01,5,11.03
p-10,l-30,c-77,2025-10-27,8,71.03
p-43,l-10,c-22,2024-11-28,12,42.58
p-6,l-40,c-64,2023-09-02,11,101.63
p-31,l-46,c-8,2023-09-09,14,16.54
p-11,l-8,c-131,2023-11-24,18,174.83
p-47,l-41,c-66,2023-12-23,11,103.2
p-25,l-10,c-83,2025-02-24,11,104.26
p-18,l-33,c-33,2023-07-14,12,30.21
p-16,l-46,c-38,2023-06-28,8,73.33
p-22,l-17,c-120,2024-03-03,17,51.4
p-26,l-50,c-30,2024-09-16,3,28.95
p-36,l-31,c-173,2025-12-02,4,14.16
p-43,l-41,c-37,2024-12-18,2,2.72
p-24,l-42,c-165,2024-07-17,18,30.86
p-47,l-24,c-102,2025-04-28,13,80.25
p-50,l-46,c-86,2023-03-30,17,106.51
p-32,l-22,c-187,2023-05-16,11,99.27
p-46,l-41,c-109,2024-09-11,14,30.11
p-17,l-48,c-108,2025-11-24,17,155.68
p-6,l-40,c-87,2025-07-25,18,86.79
p-47,l-8,c-91,2024-04-07,8,34.96
p-30,l-29,c-184,2025-11-07,10,88.55
p-10,l-49,c-137,2023-11-16,6,21.91
p-37,l-19,c-185,2024-08-09,1,7.24
p-26,l-33,c-68,2025-11-19,15,77.16
p-29,l-9,c-108,2025-08-20,9,38.18
p-24,l-2,c-112,2025-04-28,17,103.75
p-34,l-17,c-198,2024-04-04,11,91.52
p-25,l-21,c-40,2024-09-15,15,101.42
p-19,l-15,c-15,2025-06-30,11,64.38
p-1,l-39,c-141,2025-12-02,14,42.54
p-27,l-47,c-43,2023-08-17,13,127.21
p-8,l-11,c-164,2025-11-03,15,80.53
p-13,l-3,c-89,2024-12-05,17,150.06
p-40,l-43,c-181,2023-06-23,13,109.81
p-27,l-43,c-55,2024-10-06,7,39.19
p-25,l-18,c-41,2025-04-01,1,7.04
p-6,l-12,c-199,2024-10-19,6,47.26
p-11,l-34,c-141,2023-01-29,11,17.14
p-16,l-16,c-56,2024-12-18,5,10.31
p-1,l-22,c-94,2024-11-16,6,57.6
p-16,l-5,c-123,2025-03-23,9,14.73
p-35,l-34,c-162,2025-08-04,2,7.81
p-48,l-16,c-114,2025-01-27,9,68.11
p-4,l-49,c-97,2024-02-01,17,99.46
p-36,l-1,c-71,2025-12-17,16,114.08
p-1,l-15,c-189,2025-01-24,8,75.54
p-48,l-17,c-131,2025-08-16,3,23.79
p-21,l-4,c-126,2023-04-15,14,117.59
p-25,l-12,c-3,2025-09-15,10,10.46
p-18,l-1,c-142,2023-02-17,8,54.69
p-21,l-45,c-67,2024-05-12,18,44.03
p-25,l-44,c-158,2025-07-04,17,35.56
p-46,l-24,c-146,2024-06-03,2,14.07
p-16,l-17,c-101,2023-03-20,16,115.47
p-14,l-17,c-7,2024-08-03,10,55.69
p-49,l-44,c-39,2023-05-19,19,180.34
p-44,l-13,c-183,2023-08-09,14,113.88
p-13,l-41,c-81,2025-12-16,5,19.32
p-44,l-27,c-187,2024-04-20,14,37.14
p-37,l-36,c-187,2024-11-06,4,5.57
p-6,l-16,c-199,2023-07-28,20,114.22
p-50,l-15,c-100,2024-12-12,6,55.13
p-4,l-2,c-73,2023-04-15,11,37.68
p-12,l-50,c-68,2023-03-05,3,8.39
p-43,l-27,c-162,2025-06-13,11,36.18
p-50,l-2,c-198,2024-08-27,18,86.34
p-19,l-26,c-12,2024-04-10,16,41.96
p-41,l-50,c-148,2025-03-21,10,93.98
p-8,l-45,c-45,2025-11-01,4,26.8
p-7,l-44,c-111,2025-08-18,9,44.04
p-18,l-47,c-178,2024-03-20,5,46.18
p-45,l-9,c-94,2024-10-04,1,9.93
p-2,l-6,c-191,2024-10-13,8,33.65
p-47,l-2,c-106,2023-05-25,13,38.67
p-6,l-24,c-1,2023-11-19,1,3.26
p-4,l-32,c-63,2025-07-17,17,121.86
p-40,l-18,c-103,2025-06-01,4,27.02
p-15,l-35,c-161,2023-08-19,2,16.25
p-16,l-20,c-9,2023-11-03,14,61.91
p-16,l-43,c-47,2024-11-02,16,27.08
p-21,l-14,c-78,2024-01-10,6,31.29
p-18,l-29,c-42,2024-03-12,15,132.26
p-47,l-12,c-195,2023-02-22,14,110.81
p-7,l-14,c-140,2023-04-10,19,59.37
p-47,l-13,c-94,2024-06-06,1,1.27
p-37,l-21,c-80,2023-08-20,8,23.46
p-7,l-6,c-161,2023-01-25,12,37.61
p-47,l-5,c-174,2024-07-13,18,27.95
p-40,l-16,c-64,2024-04-03,5,34.82
p-10,l-47,c-168,2023-07-30,5,27.15
p-41,l-21,c-190,2023-02-25,19,122.11
p-32,l-39,c-146,2023-09-28,4,29.55
p-26,l-16,c-129,2024-03-24,19,49.74
p-34,l-33,c-84,2023-12-17,10,50.88
p-26,l-23,c-72,2023-05-31,16,111.25
p-16,l-44,c-27,2025-12-03,16,70.82
p-49,l-6,c-172,2024-10-25,6,48.74
p-36,l-41,c-21,2024-07-01,1,7.08
p-34,l-14,c-107,2023-07-03,6,20.51
p-10,l-10,c-47,2023-08-13,17,80.96
p-31,l-27,c-130,2023-10-19,5,36.14
p-46,l-50,c-167,2025-10-19,10,51.45
p-22,l-17,c-110,2023-11-03,6,50.24
p-4,l-23,c-26,2023-09-14,4,15.3
p-48,l-41,c-25,2023-11-29,2,11.73
p-10,l-2,c-110,2025-03-23,18,176.32
p-18,l-3,c-79,2024-09-13,15,133.18
p-40,l-21,c-120,2024-10-19,11,84.66
p-45,l-10,c-183,2023-10-07,3,8.93
p-48,l-14,c-88,2024-12-20,8,74.26
p-46,l-32,c-195,2024-06-04,8,30.64
p-4,l-1,c-177,2023-02-11,14,16.03
p-26,l-16,c-111,2023-03-14,3,12.94
p-28,l-41,c-163,2025-01-08,2,16.51
p-50,l-21,c-157,2023-06-24,17,164.39
p-41,l-20,c-67,2025-02-19,1,8.91
p-11,l-5,c-161,2024-03-22,4,36.29
p-12,l-11,c-148,2025-08-13,2,16.14
p-12,l-5,c-88,2025-08-30,11,44.05
p-8,l-15,c-6,2023-02-23,14,46.3
p-23,l-5,c-137,2024-01-28,17,104.71
p-3,l-10,c-82,2023-12-09,4,11.26
p-26,l-46,c-156,2023-02-05,10,82.72
p-3,l-48,c-189,2024-03-24,14,83.04
p-19,l-4,c-27,2024-07-08,3,27.38
p-1,l-50,c-32,2025-08-31,5,39.36
p-47,l-34,c-67,2023-04-20,7,21.03
p-44,l-36,c-154,2024-05-27,3,14.56
p-26,l-38,c-35,2024-12-08,20,128.15
p-47,l-46,c-30,2023-01-12,16,93.95
p-49,l-13,c-116,2024-02-05,11,70.05
p-13,l-21,c-33,2024-02-10,1,9.41
p-30,l-8,c-192,2024-09-22,6,17.11
p-17,l-18,c-98,2024-08-16,3,28.64
p-15,l-50,c-158,2024-04-24,13,51.63
p-19,l-3,c-174,2025-11-29,4,10.97
p-11,l-43,c-39,2023-02-10,15,75.87
p-10,l-8,c-111,2024-03-10,17,43.68
p-49,l-8,c-47,2024-05-16,16,96.68
p-10,l-49,c-198,2024-02-08,1,6.9
p-10,l-31,c-103,2024-01-01,20,63.71
p-11,l-9,c-78,2024-06-23,20,159.31
p-21,l-13,c-33,2023-09-23,19,40.37
p-20,l-12,c-198,2024-12-10,11,91.13
p-29,l-25,c-72,2024-11-13,15,52.05
p-36,l-7,c-187,2025-09-30,19,28.8
p-27,l-38,c-110,2023-05-02,10,90.5
p-23,l-24,c-38,2023-04-10,12,49.62
p-19,l-47,c-42,2024-01-30,5,16.09
p-37,l-27,c-156,2023-04-19,7,8.2
p-47,l-42,c-103,2023-04-09,18,170.26
p-12,l-13,c-138,2024-04-03,16,67.78
p-28,l-32,c-181,2023-10-21,19,52.15
p-39,l-35,c-196,2023-12-31,17,158.77
p-18,l-31,c-116,2023-09-18,13,127.54
p-35,l-25,c-163,2025-02-21,20,140.06
p-19,l-17,c-25,2024-02-14,16,30.47
p-27,l-44,c-46,2025-06-21,16,83.29
p-1,l-24,c-194,2023-12-19,13,64.09
p-11,l-34,c-14,2023-05-02,5,21.59
p-16,l-49,c-69,2025-08-08,19,39.39
p-36,l-50,c-129,2023-03-23,15,94.12
p-28,l-36,c-199,2023-01-24,2,3.8
p-31,l-46,c-117,2023-12-08,3,20.25
p-9,l-43,c-55,2024-11-23,5,11.79
p-1,l-8,c-187,2023-10-30,7,64.34
p-10,l-18,c-176,2024-03-31,13,43.31
p-4,l-2,c-128,2024-05-02,16,42.98
p-37,l-14,c-103,2024-07-23,7,68.48
p-11,l-30,c-195,2023-04-08,20,34.22
p-40,l-9,c-191,2023-09-09,10,24.6
p-42,l-16,c-10,2024-06-26,1,4.79
p-14,l-50,c-137,2025-01-24,18,44.01
p-6,l-18,c-71,2025-01-01,1,9.46
p-1,l-4,c-74,2023-08-17,3,9.17
p-25,l-25,c-10,2025-06-26,14,16.6
p-41,l-7,c-148,2025-03-27,4,36.98
p-47,l-25,c-25,2024-03-10,9,60.89
p-36,l-13,c-61,2024-04-12,4,8.1
p-10,l-17,c-86,2025-07-12,15,20.4
p-13,l-32,c-84,2025-11-26,20,153.63
p-5,l-33,c-11,2025-06-30,2,14.37
p-28,l-19,c-179,2025-01-31,18,57.38
p-32,l-47,c-176,2025-09-09,3,23.54
p-5,l-7,c-126,2024-10-03,8,38.84
p-48,l-19,c-30,2023-11-25,4,4.27
p-50,l-37,c-24,2025-12-02,18,52.16
p-44,l-14,c-199,2024-10-11,19,21.54
p-34,l-33,c-124,2025-04-28,17,123.93
p-28,l-30,c-46,2023-11-24,20,142.46
p-50,l-6,c-114,2023-11-29,1,2.01
p-37,l-42,c-1,2025-05-22,10,62.9
p-47,l-32,c-102,2023-02-11,19,30.73
p-31,l-19,c-131,2023-05-13,9,16.64
p-5,l-50,c-93,2023-08-16,18,70.49
p-24,l-22,c-45,2024-02-23,1,2.7
p-6,l-29,c-127,2023-09-30,3,13.19
p-7,l-17,c-166,2023-07-06,19,50.42
p-40,l-44,c-197,2024-08-26,19,155.44
p-43,l-32,c-161,2024-11-22,9,89.17
p-16,l-7,c-182,2025-07-31,8,64.4
p-12,l-25,c-182,2025-06-10,18,58.07
p-47,l-44,c-139,2023-05-20,17,79.96
p-38,l-49,c-139,2023-11-04,5,8.4
p-30,l-30,c-79,2024-12-12,17,98.22
p-32,l-3,c-103,2024-09-09,7,11.7
p-48,l-7,c-112,2024-04-17,18,80.78
p-24,l-42,c-85,2023-01-07,14,30.08
p-4,l-42,c-60,2024-06-11,13,99.91
p-11,l-31,c-171,2024-06-25,1,1.3
p-24,l-27,c-166,2024-05-15,12,41.46
p-33,l-48,c-197,2025-08-26,18,85.03
p-7,l-14,c-162,2024-12-11,9,72.3
p-38,l-19,c-160,2025-03-26,18,165.47
p-6,l-13,c-165,2023-04-21,9,29.98
p-48,l-27,c-162,2024-10-24,12,77.16
p-5,l-33,c-46,2024-05-17,4,16.3
p-44,l-33,c-78,2024-09-19,18,132.15
p-27,l-41,c-103,2024-01-20,16,45.04
p-16,l-37,c-76,2023-07-02,8,22.6
p-45,l-14,c-141,2023-06-02,2,13.4
p-47,l-47,c-46,2024-11-20,15,93.27
p-12,l-3,c-82,2025-06-09,12,42.48
p-6,l-20,c-123,2025-12-20,13,128.93
p-17,l-6,c-133,2024-07-19,14,49.94
p-40,l-38,c-33,2025-11-19,7,47.28
p-11,l-3,c-158,2024-01-21,20,173.47
p-43,l-46,c-115,2024-12-26,15,28.37
p-38,l-21,c-68,2023-09-23,6,56.98
p-48,l-40,c-108,2023-11-04,3,17.77
p-43,l-43,c-69,2023-07-06,6,10.95
p-5,l-35,c-44,2023-09-11,15,58.15
p-19,l-30,c-88,2024-12-20,5,16.02
p-49,l-21,c-45,2024-04-13,6,43.69
p-39,l-27,c-161,2023-04-29,8,68.6
p-15,l-10,c-107,2023-06-11,9,47.15
p-5,l-19,c-42,2023-05-02,8,59.6
p-19,l-27,c-151,2023-01-17,4,6.04
p-40,l-39,c-180,2025-10-30,19,52.34
p-42,l-20,c-182,2024-08-20,2,12.12
p-39,l-7,c-91,2023-06-07,11,100.39
p-36,l-5,c-137,2023-07-26,15,66.41
p-43,l-42,c-102,2023-12-02,19,116.95
p-14,l-26,c-52,2023-08-05,2,13.72
p-39,l-47,c-15,2023-07-03,9,71.6
p-34,l-2,c-185,2023-09-11,14,66.27
p-15,l-15,c-127,2023-11-02,3,27.09
p-1,l-28,c-32,2024-09-20,7,31.45
p-9,l-28,c-82,2025-06-14,19,42.02
p-34,l-10,c-38,2024-07-11,7,64.68
p-3,l-20,c-35,2024-03-25,5,42
p-16,l-49,c-66,2023-03-01,19,185.76
p-8,l-17,c-194,2023-01-16,5,22.82
p-49,l-5,c-48,2024-07-01,11,15.86
p-35,l-46,c-196,2025-03-16,10,73.14
p-28,l-16,c-104,2025-03-26,1,7.34
p-6,l-28,c-31,2023-10-14,6,7.34
p-5,l-8,c-34,2025-09-25,10,27.25
p-38,l-46,c-28,2024-05-05,2,8.44
p-24,l-19,c-180,2023-11-26,6,29.94
p-16,l-18,c-126,2023-08-11,9,56.16
p-31,l-35,c-84,2023-06-10,17,110.85
